,CASH_C_EQUIV,TRADING_FA,INT_RECEIV,PUR_RESALE_FA,AVAIL_FOR_SALE_FA,LT_EQUITY_INVEST,INVEST_REAL_ESTATE,FIXED_ASSETS,INTAN_ASSETS,DEFER_TAX_ASSETS,T_ASSETS,LOAN_FR_OTH_BANK_FI,TRADING_FL,SOLD_FOR_REPUR_FA,PAYROLL_PAYABLE,TAXES_PAYABLE,INT_PAYABLE,BOND_PAYABLE,DEFER_TAX_LIAB,T_LIAB,PAID_IN_CAPITAL,CAPITAL_RESER,SURPLUS_RESER,ORDIN_RISK_RESER,RETAINED_EARNINGS,T_EQUITY_ATTR_P,MINORITY_INT,T_SH_EQUITY,T_LIAB_EQUITY,OTH_COMPRE_INCOME,N_CF_FR_INVEST_A,N_CF_OPERATE_A,C_FR_CAP_CONTR,C_PAID_INVEST,C_INF_FR_INVEST_A,C_PAID_FOR_OTH_OP_A,PROC_SELL_INVEST,C_INF_FR_OPERATE_A,GAIN_INVEST,N_CHANGE_IN_CASH,FOREX_EFFECTS,C_PAID_FOR_TAXES,C_PAID_IFC,C_PAID_DIV_PROF_INT,C_OUTF_OPERATE_A,C_FR_OTH_OPERATE_A,C_OUTF_FR_INVEST_A,C_FR_ISSUE_BOND,C_PAID_FOR_DEBTS,DISP_FIX_ASSETS_OTH,N_CF_FR_FINAN_A,N_CE_BEG_BAL,N_CE_END_BAL,PUR_FIX_ASSETS_OTH,C_INF_FR_FINAN_A,IFC_CASH_INCR,C_PAID_TO_FOR_EMPL,C_OUTF_FR_FINAN_A,DILUTED_EPS,A_J_INVEST_INCOME,REVENUE,T_REVENUE,T_PROFIT,BASIC_EPS,OPERATE_PROFIT,ASSETS_IMPAIR_LOSS,COMPR_INC_ATTR_P,OTH_COMPR_INCOME,T_COMPR_INCOME,INT_INCOME,N_INCOME_ATTR_P,INVEST_INCOME,F_VALUE_CHG_GAIN,COGS,N_INCOME,BIZ_TAX_SURCHG,NOPERATE_EXP,COMPR_INC_ATTR_M_S,FOREX_GAIN,INCOME_TAX,NOPERATE_INCOME,MINORITY_GAIN,COMMIS_INCOME,T_COGS,FLAG,NI_NI
286,77856033500.0,29989776300.0,1239197600.0,6896445900.0,17347806300.0,50000000.0,65510500.0,514421800.0,121552900.0,747396800.0,183000000000.0,2284000000.0,11415876600.0,29262271100.0,2829701000.0,1591757700.0,760449000.0,22785400000.0,218609900.0,153000000000.0,6100000000.0,1435955900.0,1752093700.0,5113814500.0,10404346700.0,30106164600.0,76737900.0,30182902600.0,183000000000.0,299953800.0,-4124051500.0,16483873300.0,5000000000.0,30000000.0,1316900.0,2789473300.0,342808227433.8659,40603351800.0,-275022.1554000001,32421090100.0,31507300.0,3313427400.0,2926619000.0,1241564800.0,24119478500.0,4081567200.0,4125368500.0,40551059100.0,29427643400.0,2039613316.732157,20029761000.0,54209888400.0,86630978500.0,282006200.0,50886010200.0,19137125300.0,3661972100.0,30856249200.0,1.37,311858255.6184676,19011208500.0,19011208500.0,11461474900.0,1.37,11424809900.0,154875000.0,8731200000.0,92387000.0,8744239700.0,2354351500.0,8638825400.0,3975546300.0,4375600.0,7586398700.0,8651852600.0,1144427600.0,8521300.0,13039700.0,-14375300.0,2809622300.0,45186300.0,13027200.0,12663408400.0,7586398700.0,0.0,0.005222731140842598
287,327000000000.0,5637000000.0,18546000000.0,153000000000.0,222000000000.0,3737821385.1164804,1717608116.193224,12646000000.0,946000000.0,3923000000.0,3170000000000.0,60305000000.0,27801330059.20275,58873000000.0,11217000000.0,6392000000.0,30612000000.0,210000000000.0,572800141.6459999,2940000000000.0,46679000000.0,33365000000.0,14964000000.0,40271000000.0,64320000000.0,223000000000.0,554000000.0,224000000000.0,3170000000000.0,3929000000.0,-313000000000.0,211000000000.0,19965000000.0,498000000000.0,186000000000.0,13687000000.0,186000000000.0,626000000000.0,4000000.0,23963000000.0,588000000.0,16623000000.0,69742000000.0,15243000000.0,414000000000.0,1961000000.0,499000000000.0,157000000000.0,36619000000.0,42000000.0,125000000000.0,98001000000.0,122000000000.0,1782000000.0,177000000000.0,164000000000.0,12719000000.0,51862000000.0,0.63,311858255.6184676,93159000000.0,93159000000.0,39358000000.0,0.63,39240000000.0,21652000000.0,33235000000.0,3707000000.0,33284000000.0,66459000000.0,29528000000.0,311000000.0,41000000.0,53919000000.0,29577000000.0,7096000000.0,87000000.0,49000000.0,-72000000.0,9781000000.0,205000000.0,49000000.0,26301000000.0,53919000000.0,0.0,0.006931061297629915
288,57720261898.0,285998729.0,157656571.6,223954300.0,10413721802.0,440877662.4,27140362.91,4300320436.0,38429901.36,379948706.6,152000000000.0,50000000.0,24360636.13,1208203667.0,270791662.0,565711985.3,410514985.0,696578889.2,1079417149.0,128000000000.0,4488162883.0,8560344310.0,209148272.6,809723168.4,3663456287.0,20914792060.0,3702541696.0,24617333756.0,152000000000.0,3183957139.0,-4406049999.0,19355071681.0,1373300000.0,13609686734.0,11000296534.0,1017162230.0,9957070589.0,43538195245.0,917673316.7,26815932744.0,13218446.33,1700778794.0,961027612.7,2210411073.0,24183123564.0,4533084070.0,15406346533.0,832120000.0,31303684532.0,44593228.13,11853692615.0,28806302228.0,55622234972.0,1304659799.0,45682969160.0,5778743861.0,962885894.7,33829276545.0,0.17795599999999998,15248514.57,3277802160.0,8680707226.0,4663487462.0,0.31,4616294186.0,186389417.7,3166393424.0,862940218.5,4399605590.0,2193504182.0,2312270413.0,1185121909.0,9274532.45,1441877944.0,3536665371.0,370568198.3,20832644.85,1233212165.0,3845068.88,1126822090.0,68025920.29,1224394959.0,3209400884.0,5262654550.0,0.0,0.019234480267146543
289,59089094813.0,14378980427.0,871720219.7,2444218149.0,14857479645.0,140059391.7,21740545.02,230381368.0,642392863.0,79381229.3,141000000000.0,43214177260.242905,5034115950.0,18170731067.0,2660944564.0,757002829.9,1124872763.0,26241133821.0,79170037.56,115000000000.0,3694151713.0,16653004447.0,38410441.06,1054635182.0,4492456777.0,26442197840.0,40543634.82,26482741475.0,141000000000.0,509539280.1,-1487165892.0,10863666073.0,6049011641.0,367311985.9,437438273.7,823909160.2,159064007.7,5760545531.0,39877355.12,31709770614.0,166935.29,2253875564.0,3471719292.0,1670784869.0,-5103120542.0,886722355.6,1924604166.0,16160931200.0,1265434348.0,47058694.95,22333103498.0,41656984320.0,73366754934.0,167967080.2,25269322716.0,14870605406.0,3337310559.0,2936219217.0,1.33,7174595.21,2280719676.0,17846817551.0,6212792383.0,1.33,6138550194.0,167669158.7,4733458207.0,210843366.5,4881061565.0,5027208533.0,4522592743.0,2152171034.0,196135560.0,2235762448.0,4670218198.0,790071809.8,13999747.47,147603357.5,2007555.96,1542574185.0,88241936.54,147625455.5,10538889343.0,14058581507.0,0.0,0.01889460680397957
290,2270000000000.0,119000000000.0,77354000000.0,76630000000.0,1080000000000.0,10843000000.0,23281000000.0,182000000000.0,13854000000.0,22246000000.0,16800000000000.0,264000000000.0,8629000000.0,183000000000.0,30966000000.0,37982000000.0,174000000000.0,283000000000.0,4291000000.0,15500000000000.0,294000000000.0,140000000000.0,112000000000.0,179000000000.0,482000000000.0,1300000000000.0,52659000000.0,1360000000000.0,16800000000000.0,-2345000000.0,-757000000000.0,672000000000.0,31046000000.0,2110000000000.0,1390000000000.0,124000000000.0,1270000000000.0,2070000000000.0,101000000000.0,-96073000000.0,17827000000.0,85035000000.0,271000000000.0,75888000000.0,1390000000000.0,211000000000.0,2150000000000.0,110000000000.0,93643000000.0,12580000000.0,-28715000000.0,1150000000000.0,1050000000000.0,36942000000.0,141000000000.0,618000000000.0,80067000000.0,170000000000.0,0.56,2334000000.0,474000000000.0,474000000000.0,232000000000.0,0.56,230000000000.0,59274000000.0,182000000000.0,13297000000.0,193000000000.0,329000000000.0,171000000000.0,10666000000.0,264000000.0,244000000000.0,179000000000.0,26734000000.0,730000000.0,10543000000.0,10057000000.0,52154000000.0,1925000000.0,8572000000.0,92410000000.0,244000000000.0,0.0,0.010754189944134079
291,635455151.3,1247411.6622,100181.53420000002,56755868091.99488,1119848165.0,150768582.9,101262638.9,44603952.34,1118910.26,4243732.82,4592220892.0,43214177260.242905,27801330059.20275,40321744677.36061,29115160.69,65600791.93,171150.94,78054142631.04854,53716461.33,3390515278.0,433540800.0,188687292.6,53525015.45,19407685555.629314,461568402.9,1156609410.0,45096203.93,1201705614.0,4592220892.0,19287898.71,428700541.4,500646473.1,300000.0,31100000.0,460369882.3,366387035.7,4648088.15,1197955526.0,3230693.66,536291334.9,-493434.94,86810853.89,5075961.007199998,41862244.77,697309053.0,425170116.7,31669340.83,97074948466.19418,311000000.0,2746665.42,-392562244.8,78819365.63,615110700.5,569340.83,200300000.0,67082025591.21044,33171124.33,592862244.8,0.6609,6284185.4,1123764263.0,1123764263.0,330131069.9,0.6609,194229870.7,2679383.87,305823607.3,21368325.45,306989508.3,34657188409.83385,286535708.6,9696106.35,-624.782400000001,717622925.3,285621182.8,92605312.34,1306475.4,1165900.93,370521096.05937654,44509887.11,137207674.6,-914525.81,11684825462.966698,939230498.6,0.0,0.4803833989304521
292,23454179048.0,14222827511.0,357047813.2,8923142748.0,14337888888.0,122232522.2,1717608116.193224,811520890.1,163071502.0,167302236.9,80589136534.0,350000000.0,4567350000.0,8926452635.0,1505489727.0,401483551.4,536703397.7,16466882812.0,9617062.63,63836767668.0,2700000000.0,8564676214.0,518669879.5,1364956056.0,3046345460.0,16539917099.0,212451766.6,16752368866.0,80589136534.0,345269489.8,-261507863.6,-1806012546.0,36375360.0,942081.3434,624092.67,923776689.7,342808227433.8659,20542275332.0,-128711.67090000004,12127939175.0,1315299.97,1359674501.0,1810617661.0,666634920.2,22348287878.0,3190545131.0,262131956.3,22667350000.0,7913738000.0,2039613316.732157,14194144285.0,16053451825.0,28181391000.0,153026510.9,22797409869.0,6905224108.0,1081561872.0,8603265585.0,1.0,2643966.52,6830161925.0,6830161925.0,3657266415.0,1.0,3724140611.0,22797025.87,2798559903.0,90185067.4,2823478092.0,286555551.5,2708494902.0,2383976752.0,306628570.7,3106021314.0,2733293025.0,414691579.5,85774425.93,24918189.1,1162645.34,923973390.2,18900229.51,24798122.71,3821609158.0,3106021314.0,0.0,0.006914820085929134
293,76857707567.0,25539896599.0,1551169468.0,6348621281.0,17642799147.0,874763219.4,1717608116.193224,879371958.5,885816970.1,79969464.27,197000000000.0,500000000.0,2100000000.0,20785441141.0,2642761223.0,2060555060.0,1520308408.0,37839532151.0,551184147.9,155000000000.0,3906698839.0,17125862618.0,2352880768.0,4966635599.0,10815440722.0,40482598448.0,1941017240.0,42423615688.0,197000000000.0,1315079903.0,-4511362012.0,542672128.2,7968558347.0,1701872971.0,54802583.16,11072197904.0,342808227433.8659,54982136753.0,50561875.55,39693851320.0,-39113506.34,2667275698.0,4805449775.0,972117976.4,54439464624.0,5346946904.0,4566164595.0,38068411819.0,5197391265.0,2039613316.732157,43701654711.0,43630026404.0,83323877724.0,260355566.7,55450877837.0,18155561613.0,2392670757.0,11749223126.0,2.1354,73570435.45,16571087247.0,16571087247.0,9846289439.0,2.1354,9744771385.0,-10437302.22,8518310022.0,961847882.7,8708703110.0,2219817432.0,7646516077.0,3901051048.0,143295983.7,6826315862.0,7746855227.0,971218398.8,2323999.88,190393088.0,-39113506.34,2099434212.0,103842054.0,100339150.1,10262307651.0,6826315862.0,0.0,0.013404413914704488
294,2173697443.0,516109411.0,4335151.76,200000000.0,2150871732.0,3737821385.1164804,1717608116.193224,82259376.82,1280481.25,178376419.6,8743858003.0,300000000.0,27801330059.20275,40321744677.36061,278938719.9,212714384.7,613155.56,78054142631.04854,100505398.4,1089716821.0,1545245866.0,4289376712.0,196506038.3,95258601.57,1133482547.0,7654141182.0,436512.9961,7654141182.0,8743858003.0,302007445.1,-1855639476.0,356311669.9,3167999996.0,3773718411.0,1923417143.0,154014364.0,1859773032.0,1345145660.0,63401551.93,1716345341.0,1241.8156999999994,216632774.3,9821046.45,36440020.62,988833989.7,47700287.39,3779056619.0,97074948466.19418,4380533.244200001,242559.0,3215673147.0,457352102.0,2173697443.0,5338208.57,3967999996.0,681728631.3,133284860.7,752326849.1,0.1827,311858255.6184676,1150972386.0,1150972386.0,608169639.0,0.1827,607704369.6,165367688.8,709987881.8,256036663.1,709987881.8,170949109.6,453951218.7,525002170.6,-5359012.01,543268016.9,453951218.7,69366011.8,146731.95,-3804.226600000001,370521096.05937654,154218420.3,612001.37,-3302.8967,451036063.8,543268016.9,0.0,0.0013481654961795568
295,8641205000.0,6152546922.0,53830353.94,56755868091.99488,2398566858.0,1989841955.0,1717608116.193224,1910331834.0,593494794.7,586671241.4,28065837793.0,1700000000.0,27801330059.20275,40321744677.36061,2699066603.0,552259184.3,69474331.82,2641923044.0,16543405.57,14309632111.0,704130000.0,1908951979.0,1017395978.0,240483693.2,2156940047.0,6063537214.0,7692668468.0,13756205682.0,28065837793.0,17453586.48,-710119964.8,2401844476.0,244953939.0,1129582354.0,559765697.8,1322696863.0,249463980.2,10944234301.0,109538281.0,3386294177.0,78795581.73,1263642783.0,86350555.55,482076918.6,8542389825.0,370325300.4,1269885663.0,1354121857.0,2580955806.0,168758179.6,1615774084.0,4993815409.0,8380109586.0,127609326.0,4737867798.0,5732209190.0,2249750086.0,3122093714.0,0.65,136340748.1,5653674504.0,10395095584.0,2755910397.0,0.65,2412402864.0,454613216.5,518287808.4,150622060.8,2136462680.0,123721285.2,457952245.1,206716425.6,3289.04,3470028716.0,1985840619.0,338200346.3,14989106.36,1618174871.0,370521096.05937654,770069778.5,358496640.3,1527888374.0,4617699795.0,8189412435.0,0.0,0.18052639112625585
296,135000000000.0,131000000000.0,3282483607.0,25634527505.0,38118720503.0,2673833742.0,1301531374.0,3379017906.0,424967732.5,212609137.6,453000000000.0,3000000000.0,22481296467.0,33192019282.0,2807786388.0,2700686859.0,2692344618.0,72372177624.0,351818817.2,371000000000.0,7162768800.0,45837762391.0,2607376049.0,6681123964.0,15232022703.0,80784924865.0,743845837.3,81528770702.0,453000000000.0,3263870957.0,-21122339859.0,14820398504.0,30638861105.0,25679818449.0,5840835383.0,16835489571.0,1130111750.0,128000000000.0,442725629.4,47950004899.0,418858097.8,4093810217.0,9480810560.0,5116180382.0,114000000000.0,40159636928.0,26963175242.0,78979640294.0,51214646000.0,2039613316.732157,53833088155.0,103000000000.0,151000000000.0,837197235.5,111000000000.0,30295810992.0,4353288712.0,56820062101.0,1.6452,420076244.1,26261939871.0,26261939871.0,14263496806.0,1.6452,14270074421.0,73259163.61,12107098062.0,1435065959.0,12232974194.0,4081490602.0,10696870876.0,7893308235.0,-716033713.1,11991865450.0,10797908235.0,1722544148.0,92433568.36,125876132.2,370028256.1,3465588571.0,85855952.88,101037359.4,14524816132.0,11991865450.0,0.0,0.007951165263815561
297,553000000000.0,64911000000.0,32922000000.0,171000000000.0,535000000000.0,1111000000.0,305000000.0,17834000000.0,1894000000.0,12697000000.0,5930000000000.0,83723000000.0,27801330059.20275,120000000000.0,8819000000.0,6364000000.0,37155000000.0,387000000000.0,11000000.0,5550000000000.0,48935000000.0,58636000000.0,27263000000.0,73911000000.0,137000000000.0,379000000000.0,5272000000.0,384000000000.0,5930000000000.0,-1142000000.0,-176000000000.0,219000000000.0,3737797950.8210464,714000000000.0,546000000000.0,48761000000.0,546000000000.0,1040000000000.0,80000000.0,159000000000.0,6509000000.0,25952000000.0,97270000000.0,10530000000.0,818000000000.0,23663000000.0,722000000000.0,604000000000.0,522000000000.0,109000000.0,110000000000.0,226000000000.0,385000000000.0,7708000000.0,643000000000.0,259000000000.0,23965000000.0,533000000000.0,0.85,1000000.0,154000000000.0,154000000000.0,54608000000.0,0.85,54692000000.0,52288000000.0,36903000000.0,-4725000000.0,37061000000.0,106000000000.0,41629000000.0,3994000000.0,-1068000000.0,99152000000.0,41786000000.0,4487000000.0,394000000.0,158000000.0,2312000000.0,12822000000.0,310000000.0,157000000.0,42280000000.0,99152000000.0,0.0,0.007418752692289284
298,528075798.0,168500.0,499.0,56755868091.99488,479062.9978,3737821385.1164804,1717608116.193224,13765252.0,9090837.0,26232215.0,787699356.0,43214177260.242905,27801330059.20275,40321744677.36061,29190066.0,12004373.0,105117.15720000003,78054142631.04854,572800141.6459999,401041205.0,218619800.0,12169318.0,19563703.0,19407685555.629314,136793490.0,387146311.0,-488160.0,386658151.0,787699356.0,-7637.786500000007,-139157325.0,178554053.0,3737797950.8210464,2538284004.0,2575252196.0,174964902.0,2558478641.0,658641944.0,27535.0,39396728.0,-1274.1424000000009,78484502.0,3190258.6907,2283857.1191000026,480087891.0,1429894.0,2714409521.0,97074948466.19418,4923007.062000001,16746020.0,-2162744.6207,487676511.0,527073239.0,9577661.0,1903093.8193999995,67082025591.21044,195214328.0,5890337.892200001,0.42,311858255.6184676,571265331.0,571265331.0,168036282.0,0.42,160446940.0,81147.85689999996,144667381.0,-3225.0506000000105,143576452.0,34657188409.83385,144667381.0,18503738.0,-6104.0,64060962.0,143576452.0,6862649.0,24444.0,-1090929.0,370521096.05937654,24459830.0,7613786.0,-1090929.0,11684825462.966698,433678919.0,0.0,0.05302948982191035
299,532769779.3,384851.0,87814.87650000003,56755868091.99488,207789081.4,5825450.91,158021123.1,65281095.12,50983220.64,426657.33,1648735112.0,43214177260.242905,27801330059.20275,40321744677.36061,34620807.06,16493383.98,95856.40669999999,78054142631.04854,8031337.31,702813778.6,1987700000.0,1141827256.0,35061708.21,19407685555.629314,-2255439096.0,944203943.9,1717389.19,945921333.1,1648735112.0,35054076.06,976776138.5,-1071336966.0,3737797950.8210464,1574750000.0,2572065687.0,551355727.3,2539485793.0,1299167001.0,4249069.31,-81045479.07,13515348.74,59844691.77,3586114.0314999986,1546764.8919999995,2370503967.0,65208146.72,1595289549.0,97074948466.19418,3447323.6522,3355996.36,-684144.5727000004,613815258.3,532769779.3,17502342.6,2912343.7519999994,67082025591.21044,289746899.2,4239867.690000002,-0.89,-3839799.09,1130563778.0,1130563778.0,-1735938987.0,-0.89,-1565324273.0,49404283.19,-1735297443.0,24727486.65,-1735382569.0,34657188409.83385,-1760024929.0,20142159.66,-955849.0,1662196236.0,-1760110055.0,4781742.93,192550856.8,-85125.73,370521096.05937654,24171068.25,21936143.04,-85125.73,11684825462.966698,2714787346.0,1.0,-0.012462938313252235
300,311000000000.0,57179000000.0,15770000000.0,8876000000.0,1179000000.0,3737821385.1164804,221000000.0,8316000000.0,4771000000.0,17831000000.0,2950000000000.0,52586000000.0,21913000000.0,18941000000.0,9289000000.0,12754000000.0,21532000000.0,263000000000.0,572800141.6459999,2750000000000.0,17170000000.0,56465000000.0,10781000000.0,34468000000.0,64143000000.0,202000000000.0,984240.3005999998,202000000000.0,2950000000000.0,-809000000.0,-102000000000.0,10989000000.0,3737797950.8210464,1890000000000.0,1790000000000.0,65350000000.0,1770000000000.0,503000000000.0,27979000000.0,-27927000000.0,4215000000.0,13811000000.0,48504000000.0,3550000000.0,492000000000.0,6830000000.0,1900000000000.0,713000000000.0,670000000000.0,9000000.0,59212000000.0,261000000000.0,233000000000.0,2772000000.0,733000000000.0,130000000000.0,13762000000.0,674000000000.0,1.32,-141000000.0,108000000000.0,108000000000.0,29935000000.0,1.32,29779000000.0,46518000000.0,22907000000.0,308000000.0,22907000000.0,76411000000.0,22599000000.0,2368000000.0,49000000.0,77936000000.0,22599000000.0,3445000000.0,65000000.0,-6121827.859599999,882000000.0,7336000000.0,221000000.0,-15109.194100000004,27859000000.0,77936000000.0,0.0,0.009779193769635824
301,137000000000.0,7145338000.0,7354580000.0,19257167000.0,432000000000.0,18423000.0,1717608116.193224,4449419000.0,579615000.0,5032889000.0,1760000000000.0,49370879000.0,307656000.0,91351541000.0,2459595000.0,2103423000.0,15849413000.0,231000000000.0,40284000.0,1640000000000.0,6004450000.0,30253538000.0,22227344000.0,21245093000.0,35542604000.0,116000000000.0,449391000.0,116000000000.0,1760000000000.0,496194000.0,-301000000000.0,171000000000.0,10461290000.0,2340000000000.0,2040000000000.0,5180161000.0,2010000000000.0,306000000000.0,29801500000.0,-18117083000.0,497441000.0,5610598000.0,27719381000.0,41568000.0,135000000000.0,1329518000.0,2340000000000.0,352000000000.0,251000000000.0,133671000.0,111000000000.0,102000000000.0,83954898000.0,1353649000.0,362000000000.0,38492167000.0,4358148000.0,251000000000.0,2.01,311858255.6184676,34403517000.0,34403517000.0,16319373000.0,2.01,16207909000.0,9576344000.0,12917435000.0,-1397034000.0,12928030000.0,25998109000.0,14308265000.0,1648500000.0,2119075000.0,18195608000.0,14325064000.0,714649000.0,69826000.0,10595000.0,-1609515000.0,1994309000.0,181290000.0,16799000.0,6156844000.0,18195608000.0,0.0,0.012655440841311424
302,12851369000.0,2980733.1767000007,314926000.0,100000000.0,8851019000.0,649803000.0,1717608116.193224,734495000.0,164748000.0,349545000.0,81348355000.0,43214177260.242905,27801330059.20275,5769600000.0,281185000.0,64614000.0,975581000.0,78054142631.04854,572800141.6459999,73469570000.0,1113911000.0,1604972000.0,2473853000.0,1622314000.0,934993000.0,7776203000.0,102582000.0,7878785000.0,81348355000.0,26160000.0,-1815213000.0,2541299000.0,716472000.0,9933408000.0,8325619000.0,346080000.0,7906323000.0,12514905000.0,418781000.0,842279000.0,5680000.0,215935000.0,1038763000.0,101899000.0,9973606000.0,43020000.0,10140832000.0,1495940000.0,2000000000.0,515000.0,110513000.0,6241390000.0,7083669000.0,207424000.0,2212412000.0,2871955000.0,461256000.0,2101899000.0,0.3110099999999998,311858255.6184676,2305871000.0,2305871000.0,798759000.0,0.49,788805000.0,688884000.0,598050000.0,-52240000.0,606805000.0,2143254000.0,650290000.0,79977000.0,36975.48489999998,1517066000.0,659045000.0,43494000.0,4672000.0,8755000.0,13672000.0,139714000.0,14626000.0,8755000.0,63025000.0,1517066000.0,0.0,0.022192718251409237
303,93065245000.0,25250348000.0,7154414000.0,2190000000.0,164000000000.0,3056197000.0,10862000.0,5419246000.0,308250000.0,3366208000.0,1060000000000.0,2877113000.0,472381000.0,55701853000.0,2335717000.0,2172266000.0,11182657000.0,170000000000.0,572800141.6459999,1000000000000.0,6058720000.0,15199537000.0,3272607000.0,11880527000.0,15699141000.0,61921540000.0,456241000.0,62377781000.0,1060000000000.0,-38805000.0,-102000000000.0,49127216000.0,4976003000.0,1630000000000.0,1530000000000.0,9885976000.0,1530000000000.0,217000000000.0,57385000.0,30283982000.0,232470000.0,5903815000.0,14399350000.0,2887340000.0,168000000000.0,632245000.0,1630000000000.0,165000000000.0,84190000000.0,2039613316.732157,82548794000.0,17386854000.0,47670836000.0,1200717000.0,170000000000.0,48590415000.0,3467429000.0,87077340000.0,0.95,321000000.0,26616410000.0,26616410000.0,10513314000.0,0.95,10507308000.0,8456431000.0,6476740000.0,-1785137000.0,6561237000.0,21229688000.0,8261635000.0,1363826000.0,-75522000.0,16109102000.0,8346374000.0,994333000.0,42119000.0,84497000.0,-315747000.0,2166940000.0,48125000.0,84739000.0,4332046000.0,16109102000.0,0.0,0.005765976938009248
304,25547122507.0,15479204893.0,629433744.0,20639175413.0,8099566623.0,731987264.9,1717608116.193224,319766682.4,101298034.4,125047127.0,107000000000.0,43214177260.242905,9509389151.0,26030110000.0,938145038.2,417734188.6,432416334.1,13658868198.0,52257833.54,81353216454.0,5529467678.0,10456806542.0,1483987391.0,1604093643.0,4813017254.0,25514244692.0,227506613.9,25741751306.0,107000000000.0,110167649.7,-1727375400.0,-13727423048.0,8285720000.0,3043997500.0,1497701216.0,2805838707.0,644734936.8,13034993697.0,849579893.5,-4883042213.0,39120730.88,1063637313.0,1630838933.0,2677234013.0,26762416745.0,1158479165.0,3225076617.0,19254620000.0,19054697198.0,2039613316.732157,10532635504.0,39351418283.0,34468376070.0,181079116.7,32266740749.0,7786759143.0,2326837857.0,21734105245.0,0.44,120082881.5,5857472375.0,5857472375.0,2735858797.0,0.44,2700234310.0,88227404.44,2081167255.0,-113773208.6,2103103091.0,1354563710.0,2206576040.0,1148409421.0,-227375985.5,3157238066.0,2216876299.0,186649497.9,3959405.11,21935835.72,1948459.12,518982497.9,39583892.72,10300259.29,3502006216.0,3157238066.0,0.0,0.01785570658040582
305,133000000000.0,160000000000.0,4126158665.0,59175083006.0,84878505033.0,3973851090.0,68148295.02,3923260750.0,3819579125.0,2810852836.0,597000000000.0,19550000000.0,52564553202.0,121000000000.0,9536565937.0,2432707803.0,2423119326.0,70552174727.0,1565744279.0,452000000000.0,12116908400.0,54458525944.0,7812711706.0,18796702028.0,47192292164.0,143000000000.0,3092723979.0,146000000000.0,597000000000.0,2318805516.0,9937655067.0,-49392291189.0,1778007508.0,346470711.2,10882151299.0,26321285674.0,10658186049.0,38261816451.0,201198152.3,-46117519394.0,1335654281.0,7811500535.0,8358441228.0,10832718172.0,87654107640.0,12011801552.0,944496232.0,83556014476.0,86887049972.0,2039613316.732157,-7998537553.0,209000000000.0,163000000000.0,597263826.1,89765554184.0,36886438426.0,11288806092.0,97764091738.0,0.86,349410989.1,38001695917.0,38001695917.0,14262558592.0,0.86,14201931140.0,1935389969.0,9599526700.0,-818682875.6,10162457203.0,2348153432.0,10365168588.0,10027505677.0,-1413026237.0,23799764777.0,10981140078.0,796683365.6,135894993.9,562930503.2,119569312.1,3281418514.0,196522445.4,615971489.9,22443661465.0,23799764777.0,0.0,0.01789636085179534
306,124000000000.0,23131819000.0,4890326000.0,44487285000.0,61466941000.0,3737821385.1164804,1717608116.193224,3045701000.0,639848000.0,4601026000.0,1350000000000.0,19352840000.0,13875609000.0,17351379000.0,4643722000.0,2695240000.0,12260436000.0,115000000000.0,572800141.6459999,1290000000000.0,17959697000.0,19990020000.0,3790406000.0,13242456000.0,12793277000.0,67475378000.0,953873.0170000002,67475378000.0,1350000000000.0,-300478000.0,-106000000000.0,106000000000.0,3737797950.8210464,882000000000.0,777000000000.0,11044606000.0,749000000000.0,325000000000.0,28643864000.0,31182018000.0,485316000.0,5352978000.0,24915686000.0,5240874000.0,219000000000.0,15839243000.0,883000000000.0,103000000000.0,77878182000.0,2039613316.732157,30677193000.0,18995308000.0,50177326000.0,946255000.0,114000000000.0,33542544000.0,4716540000.0,83119056000.0,0.009892000000000001,311858255.6184676,33501579000.0,33501579000.0,13391559000.0,0.009501000000000002,13279355000.0,10278011000.0,8894222000.0,-1258926000.0,8894222000.0,25228553000.0,10153148000.0,688835000.0,-76908000.0,20222224000.0,10153148000.0,658446000.0,39559000.0,12620.366300000016,124196000.0,3238411000.0,151763000.0,-4952.044,7475087000.0,20222224000.0,0.0,0.014947383806480512
307,458000000000.0,355000000000.0,23899000000.0,27937000000.0,585000000000.0,2418000000.0,1717608116.193224,15581000000.0,556000000.0,23456000000.0,6090000000000.0,130000000000.0,494000000.0,167000000000.0,13916000000.0,11488000000.0,35900000000.0,714000000000.0,572800141.6459999,5730000000000.0,19052000000.0,50861000000.0,9824000000.0,69878000000.0,174000000000.0,350000000000.0,4281000000.0,354000000000.0,6090000000000.0,1085000000.0,-366000000000.0,203000000000.0,103000000.0,4620000000000.0,4260000000000.0,18111000000.0,4140000000000.0,759000000000.0,116000000000.0,121000000000.0,1557000000.0,27429000000.0,121000000000.0,32557000000.0,556000000000.0,26041000000.0,4620000000000.0,1050000000000.0,735000000000.0,283000000.0,282000000000.0,312000000000.0,433000000000.0,6758000000.0,1050000000000.0,152000000000.0,19930000000.0,767000000000.0,2.77,246000000.0,157000000000.0,157000000000.0,63925000000.0,2.77,63409000000.0,51276000000.0,49250000000.0,-4628000000.0,49699000000.0,112000000000.0,53850000000.0,11836000000.0,-3756000000.0,93678000000.0,54327000000.0,5667000000.0,115000000.0,449000000.0,-105000000.0,9598000000.0,631000000.0,477000000.0,36552000000.0,93678000000.0,0.0,0.011614850810830711
